protocol,image_count,threshold,baseline_accuracy,baseline_precision,baseline_recall,baseline_f1_score,accepted_image_count,uncertain_image_count,coverage,uncertain_rate,mean_distance,median_distance,accepted_accuracy,accepted_precision,accepted_recall,accepted_f1_score,uncertain_error_rate
standard,10725,8.604894,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,9759,966,0.90993006993007,0.09006993006993007,5.500676155090332,4.927595138549805,0.893534173583359,0.9184579439252336,0.8506816706340619,0.883271542523312,0.09834368530020704
standard,10725,8.871479,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,9867,858,0.92,0.08,5.500676155090332,4.927595138549805,0.8942941116854161,0.9196962724344224,0.852057130675762,0.8845855925639039,0.10606060606060606
standard,10725,9.242052,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,9974,751,0.92997668997669,0.07002331002331003,5.500676155090332,4.927595138549805,0.8949268097052336,0.9205554290917368,0.8526249209361164,0.8852889667250438,0.11451398135818908
standard,10725,9.581825,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,10081,644,0.9399533799533799,0.06004662004662005,5.500676155090332,4.927595138549805,0.8953476837615316,0.9210408254822791,0.8538157621127054,0.8861551742743067,0.12267080745341614
standard,10725,10.002947,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,10188,537,0.9499300699300699,0.05006993006993007,5.500676155090332,4.927595138549805,0.8951707891637221,0.9212685739631847,0.8535031847133758,0.8860921501706485,0.12290502793296089
standard,10725,10.361138,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,10296,429,0.96,0.04,5.500676155090332,4.927595138549805,0.8947163947163947,0.92148213498015,0.8516102731349368,0.8851694915254237,0.11655011655011654
standard,10725,11.284593,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,10403,322,0.96997668997669,0.030023310023310025,5.500676155090332,4.927595138549805,0.8935883879650101,0.9219330855018587,0.8489730165122835,0.8839500995911521,0.08385093167701864
standard,10725,13.229531,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,10510,215,0.9799533799533799,0.020046620046620046,5.500676155090332,4.927595138549805,0.8939105613701237,0.9222630101489959,0.8497811380819738,0.884539712125919,0.08837209302325581
standard,10725,15.37673,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,10617,108,0.9899300699300699,0.01006993006993007,5.500676155090332,4.927595138549805,0.8943204294998587,0.9225021349274125,0.8505905511811024,0.8850880786562884,0.1111111111111111
standard,10725,46.826202,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,10724,1,0.9999067599067599,9.324009324009324e-05,5.500676155090332,4.927595138549805,0.8942558746736292,0.9220945083014048,0.8494117647058823,0.8842620943049602,0.0
unseen,6874,2.245927,0.9029677043933663,0.890987408880053,0.8883382887347209,0.8896608767576509,344,6530,0.050043642711667155,0.9499563572883328,5.226926326751709,4.799696922302246,0.938953488372093,0.9483282674772037,0.9873417721518988,0.9674418604651163,0.0989280245022971
unseen,6874,2.372513,0.9029677043933663,0.890987408880053,0.8883382887347209,0.8896608767576509,413,6461,0.06008146639511202,0.939918533604888,5.226926326751709,4.799696922302246,0.937046004842615,0.9460154241645244,0.9865951742627346,0.9658792650918635,0.09921064850642315
unseen,6874,2.459024,0.9029677043933663,0.890987408880053,0.8883382887347209,0.8896608767576509,482,6392,0.07011929007855688,0.9298807099214431,5.226926326751709,4.799696922302246,0.9336099585062241,0.9461883408071748,0.9813953488372092,0.9634703196347032,0.09934292866082603
unseen,6874,2.546345,0.9029677043933663,0.890987408880053,0.8883382887347209,0.8896608767576509,550,6324,0.08001163805644457,0.9199883619435554,5.226926326751709,4.799696922302246,0.94,0.95,0.9834368530020704,0.9664292980671414,0.10025300442757748
unseen,6874,2.60404,0.9029677043933663,0.890987408880053,0.8883382887347209,0.8896608767576509,619,6255,0.09004946173988944,0.9099505382601105,5.226926326751709,4.799696922302246,0.938610662358643,0.9479553903345725,0.9807692307692307,0.9640831758034026,0.10055955235811351
unseen,6874,2.686762,0.9029677043933663,0.890987408880053,0.8883382887347209,0.8896608767576509,688,6186,0.10008728542333431,0.8999127145766657,5.226926326751709,4.799696922302246,0.9418604651162791,0.9513422818791947,0.9809688581314879,0.9659284497444633,0.10135790494665374
